"Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV221","k__Fungi","p__Chytridiomycota","c__GS13",NA,NA,NA,NA
"ASV222","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Cladophialophora","s__chaetospira"
"ASV223","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV224","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusicolla",NA
"ASV225","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae",NA,NA
"ASV226","k__Fungi","p__Rozellomycota",NA,NA,NA,NA,NA
"ASV227","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Spegazzinia","s__tessarthra"
"ASV228","k__Fungi","p__Ascomycota","c__Eurotiomycetes",NA,NA,NA,NA
"ASV229","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Microascaceae","g__Microascus","s__croci"
"ASV230","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Spegazzinia","s__tessarthra"
"ASV231","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Cladophialophora","s__modesta"
"ASV232","k__Fungi","p__Rozellomycota",NA,NA,NA,NA,NA
"ASV233","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Coniochaetales","f__Coniochaetaceae",NA,NA
"ASV234","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"ASV235","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"ASV236","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV237","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,"g__Parapyrenochaeta","s__acaciae"
"ASV238","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus",NA
"ASV239","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Nigrograna",NA
"ASV240","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales",NA,NA,NA
"ASV241","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Torulaceae","g__Torula","s__deospora"
"ASV242","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV243","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV244","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV245","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Teichosporaceae","g__Teichospora",NA
"ASV246","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Bisifusarium","s__dimerum"
"ASV247","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Zopfiella",NA
"ASV248","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Clitopilus",NA
"ASV249","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV250","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV251","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV252","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV253","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Acrophialophora","s__levis"
"ASV254","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Stachybotryaceae","g__Albifimbria","s__verrucaria"
"ASV255","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Setophoma","s__terrestris"
"ASV256","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae",NA,NA
"ASV257","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Gibberella","s__intricans"
"ASV258","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV259","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Westerdykella","s__ornata"
"ASV260","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Boubovia",NA
"ASV261","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"ASV262","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV263","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Periconiaceae","g__Periconia","s__macrospinosa"
"ASV264","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA
"ASV265","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"ASV266","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales",NA,NA,NA
"ASV267","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae",NA,NA
"ASV268","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Dictyosporiaceae","g__Dictyosporium","s__heptasporum"
"ASV269","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriales_fam_Incertae_sedis","g__Neophaeococcomyces","s__aloes"
"ASV270","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Cordycipitaceae",NA,NA
"ASV271","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA
"ASV272","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Cladophialophora",NA
"ASV273","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Magnaporthales","f__Magnaporthaceae",NA,NA
"ASV274","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV275","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae","g__Cladorrhinum",NA
"ASV276","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Subramaniula","s__irregularis"
"ASV277","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"ASV278","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Waitea","s__circinata"
"ASV279","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Corynascella","s__humicola"
"ASV280","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Verrucoconiothyrium",NA
"ASV281","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV282","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Torulaceae","g__Torula","s__deospora"
"ASV283","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae",NA,NA
"ASV284","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV285","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV286","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Preussia","s__terricola"
"ASV287","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Magnaporthales","f__Magnaporthaceae","g__Pseudophialophora","s__panicorum"
"ASV288","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV289","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__alpina"
"ASV290","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV291","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV292","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__xenobiotica"
"ASV293","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV294","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Sympoventuriaceae","g__Veronaeopsis","s__simplex"
"ASV295","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriales_fam_Incertae_sedis","g__Neophaeococcomyces",NA
"ASV296","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV297","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae",NA,NA
"ASV298","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriales_fam_Incertae_sedis","g__Neophaeococcomyces","s__aloes"
"ASV299","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Curvularia",NA
"ASV300","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Phallales","f__Phallaceae","g__Lysurus",NA
"ASV301","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Bionectriaceae","g__Clonostachys","s__rosea"
"ASV302","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae","g__Xylaria",NA
"ASV303","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV304","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Branch06",NA,NA,NA
"ASV305","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Neohendersonia","s__kickxii"
"ASV306","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Acrophialophora","s__levis"
"ASV307","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV308","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV309","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Thyridariaceae","g__Roussoella","s__mexicana"
"ASV310","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Stachybotryaceae","g__Alfaria",NA
"ASV311","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV312","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA
"ASV313","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Arthrocladium",NA
"ASV314","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Acrophialophora","s__levis"
"ASV315","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae","g__Mycocentrospora","s__acerina"
"ASV316","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae",NA,NA
"ASV317","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV318","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV319","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__elongata"
"ASV320","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV321","k__Fungi","p__Mortierellomycota",NA,NA,NA,NA,NA
"ASV322","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV323","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Myrmecridiales","f__Myrmecridiaceae","g__Myrmecridium","s__pulvericola"
"ASV324","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae",NA,NA
"ASV325","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideomycetes_ord_Incertae_sedis","f__Eremomycetaceae","g__Eremomyces","s__bilateralis"
"ASV326","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusicolla",NA
"ASV327","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Cordycipitaceae","g__Lecanicillium",NA
"ASV328","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Toxicocladosporium",NA
"ASV329","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Torulaceae","g__Torula","s__deospora"
"ASV330","k__Fungi","p__Chytridiomycota","c__GS13",NA,NA,NA,NA
"ASV331","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum",NA
"ASV332","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__chlamydospora"
"ASV333","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales",NA,NA,NA
"ASV334","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae",NA,NA
"ASV335","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Chaetomium","s__globosum"
"ASV336","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV337","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae",NA,NA
"ASV338","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"ASV339","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV340","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Teichosporaceae","g__Teichospora",NA
"ASV341","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Bionectriaceae",NA,NA
"ASV342","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Chaetomium",NA
"ASV343","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales",NA,NA,NA
"ASV344","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__felis"
"ASV345","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Thielavia","s__australiensis"
"ASV346","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Thyrostroma","s__cornicola"
"ASV347","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__elongata"
"ASV348","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV349","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Bionectriaceae","g__Clonostachys",NA
"ASV350","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae",NA,NA
"ASV351","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Phallales","f__Phallaceae","g__Itajahya","s__rosea"
"ASV352","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"ASV353","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Bionectriaceae","g__Clonostachys",NA
"ASV354","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV355","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV356","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Bisifusarium","s__dimerum"
"ASV357","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae",NA,NA
"ASV358","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum",NA
"ASV359","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Hyponectriaceae","g__Monographella",NA
"ASV360","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriales_fam_Incertae_sedis","g__Neophaeococcomyces","s__aloes"
"ASV361","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae",NA,NA
"ASV362","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Echinoderma","s__echinaceum"
"ASV363","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Microdochiaceae","g__Idriella",NA
"ASV364","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV365","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Chaetomium",NA
"ASV366","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales",NA,NA,NA
"ASV367","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Westerdykella","s__centenaria"
"ASV368","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV369","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae",NA,NA
"ASV370","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV371","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Westerdykella","s__dispersa"
"ASV372","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV373","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV374","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora","s__oryzae"
"ASV375","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeriopsis",NA
"ASV376","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Cladophialophora",NA
"ASV377","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Magnaporthales","f__Magnaporthaceae","g__Pseudophialophora","s__panicorum"
"ASV378","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Scytalidium","s__sphaerosporum"
"ASV379","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV380","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Botryosphaeriaceae","g__Dothiorella","s__citricola"
"ASV381","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae",NA,NA
"ASV382","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV383","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__kyushuense"
"ASV384","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales",NA,NA,NA
"ASV385","k__Fungi","p__Mortierellomycota",NA,NA,NA,NA,NA
"ASV386","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"ASV387","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV388","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales",NA,NA,NA
"ASV389","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV390","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV391","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Acrophialophora","s__levis"
"ASV392","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Arcopilus","s__cupreus"
"ASV393","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Magnaporthales","f__Magnaporthaceae","g__Pseudophialophora",NA
"ASV394","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae",NA,NA
"ASV395","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV396","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV397","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Cladophialophora","s__chaetospira"
"ASV398","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Echinoderma","s__echinaceum"
"ASV399","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV400","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Chaetomium",NA
"ASV401","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum",NA
"ASV402","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"ASV403","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae",NA,NA
"ASV404","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV405","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV406","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV407","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Westerdykella",NA
"ASV408","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Curvularia","s__boeremae"
"ASV409","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"ASV410","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum","s__arenarium"
"ASV411","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Chaetomium",NA
"ASV412","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum","s__kotlabae"
"ASV413","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales",NA,NA,NA
"ASV414","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__solani"
"ASV415","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales",NA,NA,NA
"ASV416","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Waitea","s__circinata"
"ASV417","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Preussia",NA
"ASV418","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriales_fam_Incertae_sedis","g__Neostrelitziana","s__acaciigena"
"ASV419","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Sympoventuriaceae","g__Veronaeopsis","s__simplex"
"ASV420","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae",NA,NA
"ASV421","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Waitea","s__circinata"
"ASV422","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Magnaporthales","f__Magnaporthaceae","g__Pseudophialophora",NA
"ASV423","k__Fungi","p__Rozellomycota",NA,NA,NA,NA,NA
"ASV424","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV425","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae",NA,NA
"ASV426","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV427","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Stachybotryaceae","g__Xenomyrothecium","s__tongaense"
